user_id,frequency,monetary,avg_order_value,total_items,recency,R,F,M,rfm_cell,rfm_score,segment,action
64,17,1054.48,62.03,152,13.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
4549,14,707.92,50.57,108,1.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
4184,12,644.14,53.68,86,6.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2714,10,439.24,43.92,76,8.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
2185,15,841.92,56.13,108,20.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
1421,12,816.96,68.08,104,2.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
828,10,745.17,74.52,83,9.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
2468,15,816.16,54.41,84,4.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2429,8,598.32,74.79,68,2.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
3309,10,483.33,48.33,67,2.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4542,12,884.94,73.75,106,5.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3612,10,425.36,42.54,64,4.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4946,11,788.12,71.65,88,16.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
4512,8,596.39,74.55,61,7.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
1587,10,581.29,58.13,71,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
839,18,951.62,52.87,138,10.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
3726,8,492.36,61.55,64,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
2285,9,556.21,61.8,79,7.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
1075,8,570.37,71.3,63,7.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
4062,12,755.04,62.92,96,2.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1128,8,372.42,46.55,58,29.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1284,10,544.18,54.42,82,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
874,11,840.0,76.36,100,23.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
2922,14,668.91,47.78,109,3.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
1899,5,318.58,63.72,42,16.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1691,10,634.1,63.41,90,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
2108,7,336.57,48.08,43,20.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
946,17,1069.72,62.92,128,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
4120,6,343.52,57.25,48,3.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
4223,19,1122.49,59.08,151,13.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
770,11,797.12,72.47,88,3.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
271,10,817.1,81.71,90,9.0,3,2,4,32,9,About to Sleep,Reactivate with relevant recommendations.
22,10,841.21,84.12,79,7.0,3,2,4,32,9,About to Sleep,Reactivate with relevant recommendations.
3042,9,616.22,68.47,78,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2740,6,415.55,69.26,45,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
2541,12,716.99,59.75,101,8.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
4599,12,827.94,69.0,106,10.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
1175,8,471.29,58.91,71,17.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
529,10,600.09,60.01,91,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4883,16,799.93,50.0,107,9.0,3,5,4,35,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4448,13,835.09,64.24,91,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2686,14,742.8,53.06,120,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
4951,8,496.44,62.06,56,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
390,13,748.0,57.54,100,2.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
3805,13,738.89,56.84,111,30.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
4269,17,1156.56,68.03,144,0.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
2152,14,843.06,60.22,94,16.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
1833,17,982.58,57.8,142,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
189,8,387.5,48.44,50,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
4936,14,718.0,51.29,100,16.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
2025,14,931.91,66.57,109,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4481,13,781.0,60.08,100,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
4160,14,841.9,60.14,110,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
4762,13,831.92,63.99,108,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1431,12,911.88,75.99,112,0.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
120,12,600.07,50.01,93,2.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2082,13,875.91,67.38,109,3.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
802,10,587.34,58.73,66,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
578,9,456.41,50.71,59,4.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2259,15,955.93,63.73,107,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1415,8,361.44,45.18,56,0.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
2332,11,548.16,49.83,84,1.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2652,17,972.48,57.2,152,11.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
4544,12,644.99,53.75,101,17.0,1,3,2,13,6,At Risk,Win-back campaign; personalised reorders.
4875,16,563.92,35.25,108,8.0,3,5,2,35,10,Loyal Customers,Upsell higher-value items; ask for reviews.
1510,14,813.02,58.07,98,10.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
2785,7,419.47,59.92,53,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1749,15,1068.13,71.21,87,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2006,11,842.95,76.63,105,25.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
2313,16,987.86,61.74,114,2.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
1692,12,608.06,50.67,94,7.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
1194,12,766.99,63.92,101,4.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1463,10,669.33,66.93,67,1.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3277,8,340.39,42.55,61,17.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2400,18,790.55,43.92,145,3.0,5,5,4,55,14,Champions,"Reward; early access, referrals, VIP perks."
3617,10,402.32,40.23,68,11.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3001,12,907.85,75.65,115,1.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
315,16,1011.6,63.23,140,1.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
1162,14,936.99,66.93,101,0.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
4048,13,693.08,53.31,92,6.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3639,16,950.89,59.43,111,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4999,16,1001.74,62.61,126,22.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2962,18,1180.58,65.59,142,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
1841,13,845.94,65.07,106,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4154,13,959.65,73.82,135,3.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
1239,16,967.88,60.49,112,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3749,8,568.41,71.05,59,7.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
3811,13,1090.95,83.92,105,3.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
54,10,599.21,59.92,79,7.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
4427,10,699.04,69.9,96,19.0,1,2,3,12,6,Hibernating,Low-cost reactivation; otherwise let lapse.
4022,13,770.98,59.31,102,16.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
181,5,184.72,36.94,28,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4085,13,795.99,61.23,101,8.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3375,9,467.39,51.93,61,3.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1755,9,513.31,57.03,69,15.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
2827,18,1522.6,84.59,140,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
963,11,909.04,82.64,96,4.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4845,11,819.11,74.46,89,15.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
1278,9,370.34,41.15,66,5.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2533,13,883.94,68.0,106,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2015,20,1170.38,58.52,162,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
3673,16,741.91,46.37,109,29.0,1,5,3,15,9,Can't Lose Them,Aggressive win-back; they were valuable.
2630,11,845.0,76.82,100,3.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1007,6,186.72,31.12,28,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4457,21,1188.39,56.59,161,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1880,11,622.13,56.56,87,3.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4520,13,879.0,67.62,100,13.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
3779,14,833.77,59.56,123,27.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
4278,12,602.15,50.18,85,8.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
391,12,721.06,60.09,94,16.0,1,3,3,13,7,At Risk,Win-back campaign; personalised reorders.
487,13,729.07,56.08,93,8.0,3,4,3,34,10,Loyal Customers,Upsell higher-value items; ask for reviews.
4910,11,501.31,45.57,69,8.0,3,3,1,33,7,Need Attention,Limited-time offers on past favourites.
4507,11,577.25,52.48,75,12.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
1664,14,963.81,68.84,119,16.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
1190,10,655.25,65.53,75,17.0,1,2,3,12,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2609,17,1073.54,63.15,146,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
2183,9,737.25,81.92,75,12.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
1920,14,901.8,64.41,120,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
3287,9,680.19,75.58,81,12.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
1321,12,703.0,58.58,100,1.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
745,18,1058.75,58.82,125,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
1216,11,741.22,67.38,78,14.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
3285,9,546.33,60.7,67,10.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
3774,7,387.39,55.34,61,26.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
3061,18,1129.69,62.76,131,16.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1324,15,707.98,47.2,102,22.0,1,5,3,15,9,Can't Lose Them,Aggressive win-back; they were valuable.
777,15,943.92,62.93,108,17.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
4139,14,851.93,60.85,107,8.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
1325,14,870.9,62.21,110,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
186,15,839.74,55.98,126,18.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
4584,10,733.06,73.31,94,8.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
2198,11,611.16,55.56,84,4.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
501,9,615.32,68.37,68,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2159,13,789.09,60.7,91,11.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
3828,7,450.47,64.35,53,10.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4953,16,1121.48,70.09,152,0.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
750,9,669.17,74.35,83,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1952,11,703.19,63.93,81,6.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1679,16,1021.87,63.87,113,10.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
545,14,825.0,58.93,100,27.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
4602,10,614.2,61.42,80,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3611,10,493.33,49.33,67,11.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
977,15,773.05,51.54,95,8.0,3,5,3,35,11,Loyal Customers,Upsell higher-value items; ask for reviews.
18,6,417.47,69.58,53,14.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3900,18,1038.71,57.71,129,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3355,15,972.78,64.85,122,0.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
2733,13,835.02,64.23,98,3.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2586,16,1062.61,66.41,139,21.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2127,10,664.24,66.42,76,4.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
27,14,816.81,58.34,119,17.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
143,11,598.26,54.39,74,10.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
4916,10,604.31,60.43,69,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
58,15,1307.83,87.19,117,4.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
2752,10,460.32,46.03,68,17.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
228,9,636.23,70.69,77,10.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
3814,10,788.1,78.81,90,27.0,1,2,4,12,7,Hibernating,Low-cost reactivation; otherwise let lapse.
4676,17,1130.75,66.51,125,11.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
850,11,759.11,69.01,89,10.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
294,6,469.49,78.25,51,12.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3745,11,552.14,50.19,86,11.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
1800,12,774.97,64.58,103,25.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
1629,16,1003.97,62.75,103,22.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
258,9,337.49,37.5,51,12.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2178,9,470.35,52.26,65,17.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4545,13,816.09,62.78,91,0.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
483,13,712.92,54.84,108,11.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
4561,16,926.62,57.91,138,30.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
3487,14,722.98,51.64,102,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
1708,8,454.37,56.8,63,17.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1836,12,551.27,45.94,73,9.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
3884,10,434.3,43.43,70,8.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
3918,11,650.16,59.11,84,3.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3570,8,567.42,70.93,58,9.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
2274,17,1349.73,79.4,127,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
646,10,673.23,67.32,77,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3785,6,313.57,52.26,43,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1259,8,450.42,56.3,58,7.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
379,18,1238.64,68.81,136,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
320,8,743.37,92.92,63,1.0,5,1,3,51,9,New Customers,Onboarding support; build the second-order habit.
115,7,418.47,59.78,53,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4627,17,1131.66,66.57,134,1.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3822,14,711.94,50.85,106,3.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
4797,11,649.05,59.0,95,8.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
3826,20,1046.4,52.32,160,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4632,13,932.95,71.77,105,10.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
2401,12,616.15,51.35,85,10.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
127,14,867.83,61.99,117,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
1697,14,862.78,61.63,122,13.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1285,9,614.11,68.23,89,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
3438,11,653.1,59.37,90,11.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
3196,13,745.95,57.38,105,14.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
4865,10,681.13,68.11,87,10.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
2171,15,921.8,61.45,120,25.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
2121,5,239.7,47.94,30,12.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3503,9,606.34,67.37,66,10.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
1924,9,550.32,61.15,68,23.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3212,10,582.32,58.23,68,26.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3415,15,970.67,64.71,133,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
4040,17,1002.52,58.97,148,10.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2987,13,633.15,48.7,85,2.0,5,4,2,54,11,Champions,"Reward; early access, referrals, VIP perks."
1447,16,1401.52,87.6,148,17.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1866,14,1149.8,82.13,120,19.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
4059,14,860.05,61.43,95,17.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
3467,9,514.31,57.15,69,8.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
676,11,784.21,71.29,79,3.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
153,6,310.64,51.77,36,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
214,11,623.08,56.64,92,7.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
2389,15,1067.84,71.19,116,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
3041,15,545.91,36.39,109,9.0,3,5,2,35,10,Loyal Customers,Upsell higher-value items; ask for reviews.
2839,6,371.53,61.92,47,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
4838,12,799.94,66.66,106,0.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4171,11,709.05,64.46,95,17.0,1,3,3,13,7,At Risk,Win-back campaign; personalised reorders.
3674,19,1427.33,75.12,167,2.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
1753,11,863.22,78.47,78,4.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4410,10,624.28,62.43,72,9.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
2218,14,980.87,70.06,113,30.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
3379,13,840.04,64.62,96,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2715,14,887.86,63.42,114,12.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
945,12,466.21,38.85,79,8.0,3,3,1,33,7,Need Attention,Limited-time offers on past favourites.
4309,11,421.19,38.29,81,19.0,1,3,1,13,5,At Risk,Win-back campaign; personalised reorders.
3392,10,582.28,58.23,72,2.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1951,15,767.91,51.19,109,5.0,4,5,3,45,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1203,14,769.91,54.99,109,2.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
1915,13,632.08,48.62,92,7.0,3,4,2,34,9,Loyal Customers,Upsell higher-value items; ask for reviews.
4312,14,760.85,54.35,115,14.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
4170,17,1083.67,63.75,133,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
840,15,1045.67,69.71,133,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
4235,11,593.09,53.92,91,13.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
2109,7,444.27,63.47,73,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4135,14,707.87,50.56,113,5.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2945,9,411.42,45.71,58,1.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3,14,696.92,49.78,108,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
921,10,675.25,67.53,75,5.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1227,16,873.89,54.62,111,4.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1780,20,1307.44,65.37,156,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3492,16,922.69,57.67,131,4.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2012,14,1033.79,73.84,121,7.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4814,8,539.32,67.42,68,2.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
2446,10,630.01,63.0,99,30.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
4624,8,357.41,44.68,59,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
3910,15,992.73,66.18,127,20.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
3469,11,780.09,70.92,91,6.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1295,12,782.09,65.17,91,7.0,3,3,4,33,10,Need Attention,Limited-time offers on past favourites.
3178,13,739.12,56.86,88,3.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
2904,15,1072.81,71.52,119,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
2151,20,1119.71,55.99,129,12.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2780,13,561.08,43.16,92,7.0,3,4,2,34,9,Loyal Customers,Upsell higher-value items; ask for reviews.
3007,9,466.42,51.82,58,9.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
2741,11,628.13,57.1,87,8.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
3099,12,695.11,57.93,89,9.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
1870,9,579.24,64.36,76,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
3789,15,1058.82,70.59,118,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4679,11,678.17,61.65,83,20.0,1,3,3,13,7,At Risk,Win-back campaign; personalised reorders.
2676,14,955.73,68.27,127,20.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
978,14,1176.85,84.06,115,8.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4558,14,947.81,67.7,119,1.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
3848,8,476.4,59.55,60,7.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
3524,7,461.45,65.92,55,20.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
387,11,633.19,57.56,81,5.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3111,11,597.06,54.28,94,6.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2706,19,1001.61,52.72,139,11.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2597,12,639.0,53.25,100,8.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
